1;2803.14;10.60;1577.72;big
1;2763.75;10.20;1579.83;small
1;2795.72;9.90;1551.64;small
1;2761.02;10.00;1550.23;small
1;2730.10;10.40;1543.82;small
2;2729.96;10.20;1569.40;small
2;2771.55;11.50;1613.46;big
2;2733.17;11.80;1592.09;small
2;2750.54;12.30;1622.60;small
2;2766.81;10.80;1632.25;small
3;2735.29;10.10;1711.55;big
3;2698.72;10.30;1687.96;big
3;2748.16;12.70;1674.58;big
3;2709.86;10.10;1660.76;big
3;2736.36;12.90;1643.75;small
4;2680.31;10.70;1620.87;big
4;2683.50;10.10;1590.12;big
4;2648.10;9.50;1593.61;big
5;2878.84;9.80;1535.70;big
5;2892.58;9.50;1567.08;big
6;2960.96;10.20;1563.57;small
6;2971.73;10.40;1579.41;small
6;2952.23;9.50;1590.12;small
6;2964.62;9.50;1617.03;big
6;2958.23;10.10;1647.54;big
6;2983.56;9.70;1628.07;small
7;2925.97;11.10;1517.11;big
7;2940.82;11.40;1539.63;big
7;2932.31;9.80;1568.62;big
7;2918.29;9.90;1541.94;big
8;3003.61;9.70;1590.27;big
8;2990.35;10.00;1548.61;big
8;3012.75;9.70;1562.68;big
9;2966.12;9.50;1688.19;big
9;3106.21;9.50;1637.80;big
9;3094.82;10.40;1673.66;big
9;3070.91;9.50;1632.46;big
9;3009.25;9.50;1620.59;big
10;3017.00;9.80;1645.83;small
10;3038.35;10.60;1666.99;big
10;3046.83;9.90;1694.15;small
11;2980.17;10.20;1740.53;big
11;2919.62;12.90;1709.06;big
11;2972.59;13.30;1779.76;big
11;2903.22;11.20;1746.95;big
11;2910.53;12.00;1783.54;big
11;2945.80;12.70;1758.44;big
12;3052.52;10.90;1769.43;big
12;3015.92;13.50;1792.06;big
12;2991.32;11.50;1820.47;big
12;3036.29;11.80;1822.66;big
12;3068.34;10.50;1812.49;big
13;3166.19;9.50;1761.97;big
13;3224.68;9.90;1768.32;big
13;3176.83;10.20;1808.17;big
13;3251.21;10.40;1806.13;big
13;3226.13;10.10;1842.39;big
14;3789.68;10.50;1657.41;big
14;3864.66;10.00;1667.11;big
14;3947.99;9.80;1655.35;big
14;3773.34;10.40;1734.13;big
14;3832.75;9.80;1729.64;big
14;3900.99;10.10;1734.38;big
14;3761.87;10.30;1800.84;big
14;3825.76;9.80;1795.45;big
14;3894.53;9.80;1797.43;big
16;2787.35;9.50;1660.88;big
16;2838.05;9.50;1613.34;big
16;2841.33;9.50;1671.39;big
16;2760.41;9.50;1706.44;big
16;2813.72;9.50;1729.10;big
16;2765.93;9.50;1778.85;big
16;2819.78;9.50;1776.27;big
17;3529.52;12.10;291.47;big
17;3564.79;11.00;398.56;big
17;3433.78;16.10;815.37;big
17;3414.86;10.20;676.01;big
18;2851.92;9.50;1575.57;big
18;2829.25;9.50;1549.76;big
18;2735.03;9.50;1512.73;big
18;2769.00;9.50;1522.79;big
18;2798.44;9.50;1527.23;big
19;2848.38;10.00;1517.68;big
19;2757.98;10.60;1481.45;big
19;2830.83;10.30;1494.49;big
19;2791.83;10.00;1470.13;big
19;2793.89;11.60;1495.43;big
20;2797.88;10.40;1395.46;big
20;2882.09;9.80;1395.18;big
20;2840.59;10.20;1389.35;big
21;2945.90;15.00;1453.26;small
21;2907.95;12.50;1402.46;small
21;2904.75;14.90;1424.84;small
21;2921.13;14.00;1446.94;small
22;3072.93;10.80;1509.57;small
22;3029.41;12.20;1504.51;small
22;3041.56;10.90;1525.17;small
22;3014.51;13.10;1521.03;small
23;3029.15;12.10;1278.54;small
23;3067.82;12.20;1310.29;small
23;3053.42;12.80;1339.39;small
24;3123.22;10.20;1413.39;small
24;3126.62;13.50;1350.27;small
24;3132.61;13.10;1381.94;small
25;3149.31;10.00;1315.68;small
25;3157.88;12.20;1275.12;small
25;3184.46;9.50;1332.50;small
26;3221.48;11.10;1379.56;small
26;3184.48;12.30;1371.86;small
27;3135.99;9.80;1473.49;small
27;3114.37;9.80;1454.64;small
27;3084.10;10.10;1455.71;small
28;3695.00;9.80;1001.02;big
28;3633.39;10.20;953.07;big
28;3564.09;12.90;915.95;big
28;3508.09;15.00;894.70;big
28;3487.82;12.70;966.42;big
28;3459.12;13.00;1007.80;big
28;3421.13;12.20;1067.70;big
28;3436.51;11.90;1123.76;big
28;3511.68;11.10;1091.46;big
28;3566.27;10.40;1038.52;big
28;3609.65;9.90;989.00;small
28;3557.51;10.70;965.19;small
28;3491.41;12.10;1039.55;big
29;3020.78;9.50;1229.46;big
29;3102.19;9.50;1258.10;big
29;3087.79;9.50;1205.55;big
30;3276.15;9.50;1371.60;big
30;3408.95;9.50;1368.07;big
30;3295.63;9.50;1418.64;big
30;3338.38;9.50;1385.52;big
31;4067.46;13.80;763.85;big
31;4020.55;10.30;817.77;big
31;3984.94;11.10;892.12;big
31;4040.02;10.40;882.59;big
32;5031.00;9.50;1451.00;big
32;1165.00;9.50;277.00;big
33;193.00;9.50;1814.00;big
33;464.00;12.63;1966.00;big
34;1449.00;12.18;1098.00;big
34;1544.00;9.70;1006.00;big
35;1779.00;19.85;498.00;big
35;1823.00;9.80;269.00;big
36;2087.47;13.90;1905.11;big
36;2131.26;14.60;1974.04;big
36;2019.76;10.60;2009.20;big
36;2121.95;15.50;2019.09;big
36;2212.50;15.20;2021.75;big
37;3214.16;10.60;1666.91;big
37;3203.89;10.30;1705.68;big
37;3168.59;9.50;1705.58;small
38;3072.52;9.80;1609.39;small
38;3081.31;10.50;1535.04;small
38;3053.44;9.80;1585.36;big
38;3059.72;10.30;1559.99;big
38;3076.59;9.80;1576.40;small
39;3115.32;12.30;1514.54;small
39;3149.92;10.50;1518.02;small
39;3168.16;10.40;1592.36;small
39;3163.00;9.82;1569.00;small
39;3162.17;10.00;1542.37;small
40;3557.11;9.80;1641.40;big
40;3616.61;9.90;1658.11;big
40;3559.27;11.10;1593.94;big
40;3607.80;9.80;1583.36;big
40;3657.90;10.40;1567.26;big
40;3657.59;10.40;1623.02;big
41;2805.83;10.40;1351.49;big
41;2798.13;12.40;1301.50;small
41;2794.47;14.20;1326.58;small
41;2796.31;12.60;1364.78;small
41;2834.11;12.50;1357.83;small
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2913.00;9.50;1938.00;big
45;2650.00;9.50;1933.00;big
46;3673.69;9.50;1978.14;big
46;3293.52;9.50;2034.39;big
46;3395.62;9.50;1872.41;big
46;3385.99;9.50;2019.12;big
46;3475.36;9.50;2021.17;big
46;3574.85;9.50;2021.39;big
46;3386.43;9.50;1986.62;big
46;3503.63;9.50;1970.55;big
47;2588.00;9.50;1347.00;big
47;2501.00;9.50;1261.00;big
48;2658.00;9.50;1200.00;big
48;2556.00;9.50;1087.00;big
49;2430.00;9.50;1507.00;big
49;2307.00;9.50;1671.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1350.00;9.50;1255.00;big
52;1464.00;9.50;1295.00;big
53;1605.00;9.50;1176.00;big
53;1848.00;9.50;1094.00;big
54;1693.00;9.50;1552.00;big
54;1601.00;9.50;1313.00;big
55;1913.00;9.50;1575.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.50;1412.00;big
57;1811.00;9.50;1263.00;big
58;2266.00;9.50;1152.00;big
58;2355.00;9.50;1038.00;big
59;2000.00;9.50;1113.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3730.00;9.50;545.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2828.00;9.50;400.00;big
62;2739.00;9.50;590.00;big
63;1607.00;9.50;53.00;big
63;1840.00;9.50;76.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2876.78;9.50;1289.54;big
68;2763.16;9.50;1249.45;big
68;2815.07;9.50;1278.37;big
68;2872.86;9.50;1359.15;big
68;2836.61;9.50;1322.25;big
69;3317.00;11.05;1229.00;big
69;3188.00;10.48;1236.00;big
69;3257.06;9.50;1223.30;big
69;3199.30;9.50;1306.98;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4322.47;9.50;753.97;big
72;4297.07;9.50;815.12;big
72;4300.85;9.50;869.59;big
73;4398.02;9.50;796.47;big
73;4499.15;9.50;784.48;big
73;4443.58;9.50;732.27;big
73;4530.18;9.50;716.75;big
73;4473.61;9.50;668.93;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4595.28;9.50;791.79;big
75;4639.32;9.50;878.66;big
75;4540.59;9.50;886.00;big
